activity_id,start_time,name,activity_type,distance_m,moving_s,elev_gain,user_id,avg_speed_mps,avg_hr_raw,avg_hr_norm,flat_pace_sec,flat_pace_weather_sec,cadence_avg,stride_len,hr_drift,decoupling,flat_time,flat_dist,hr_z1_s,hr_z2_s,hr_z3_s,hr_z4_s,hr_z5_s,hr_zone_score,hr_zone_label,hr_max_used,hr_rest_used,hr_zone_method,run_avg_hr_raw,run_avg_hr_norm,run_flat_pace_sec,run_flat_pace_weather_sec,run_cadence_avg,run_stride_len,run_hr_drift,run_decoupling,run_hr_z1_s,run_hr_z2_s,run_hr_z3_s,run_hr_z4_s,run_hr_z5_s,run_hr_zone_score,run_hr_zone_label,run_hr_max_used,run_hr_rest_used,run_hr_zone_method
5007822123,2021-03-25T12:38:06Z,"Lunch Run",run,9107.3,2703.0,52.0,1,3.369,141.6,141.348718218016,293.951370153509,307.179181810417,163.706803733771,1.23476847259648,0.108847655738145,4.59381305811313,2677.10331339905,9107.3,148.0,1484.0,1123.0,0.0,0.0,2.35390199637024,Endurance,185.0,48.0,hrr,141.6,141.348718218016,293.951370153509,307.179181810417,163.706803733771,1.23476847259648,0.108847655738145,4.59381305811313,148.0,1484.0,1123.0,0.0,0.0,2.35390199637024,Endurance,185.0,48.0,hrr
5013280824,2021-03-26T12:24:56Z,"Lunch Run",run,8659.6,2714.0,122.0,1,3.191,138.4,138.496353076967,313.189402068647,337.994002712484,162.056919839825,1.1814367457387,-0.890846844761001,6.81612528166478,2712.09494615365,8659.6,108.0,2430.0,195.0,0.0,0.0,2.03183315038419,Endurance,185.0,48.0,hrr,138.4,138.496353076967,313.189402068647,337.994002712484,162.056919839825,1.1814367457387,-0.890846844761001,6.81612528166478,108.0,2430.0,195.0,0.0,0.0,2.03183315038419,Endurance,185.0,48.0,hrr
5017072889,2021-03-27T07:30:20Z,"Morning Run",run,8934.2,2860.0,62.0,1,3.124,144.8,144.638244450714,319.039678276104,331.290801921906,165.338739247505,1.13367260965629,6.64359421396978,3.39693983647464,2850.36429365437,8934.2,101.0,1201.0,1398.0,169.0,0.0,2.56988497734402,Tempo,185.0,48.0,hrr,144.8,144.638244450714,319.039678276104,331.290801921906,165.338739247505,1.13367260965629,6.64359421396978,3.39693983647464,101.0,1201.0,1398.0,169.0,0.0,2.56988497734402,Tempo,185.0,48.0,hrr
5026150115,2021-03-28T12:37:40Z,"Afternoon Run",run,17004.7,5661.0,132.0,1,3.004,134.1,134.163259562103,333.016279368882,356.394022180578,163.03298710774,1.10554313699036,7.34940065433554,-9.51173845593323,5662.84192578403,17004.7,1385.0,4119.0,173.0,0.0,0.0,1.7865069579003,Endurance,185.0,48.0,hrr,134.1,134.163259562103,333.016279368882,356.394022180578,163.03298710774,1.10554313699036,7.34940065433554,-9.51173845593323,1385.0,4119.0,173.0,0.0,0.0,1.7865069579003,Endurance,185.0,48.0,hrr
5030764873,2021-03-29T11:51:55Z,"Lunch Run",run,5654.1,1947.0,31.0,1,2.904,130.2,130.111589742734,345.126551467827,357.551107320668,160.26973476054,1.08716720758497,4.14597735118929,-1.53885316510576,1951.38003465424,5654.1,796.0,1163.0,0.0,0.0,0.0,1.59367023991833,Endurance,185.0,48.0,hrr,130.2,130.111589742734,345.126551467827,357.551107320668,160.26973476054,1.08716720758497,4.14597735118929,-1.53885316510576,796.0,1163.0,0.0,0.0,0.0,1.59367023991833,Endurance,185.0,48.0,hrr
5038180236,2021-03-30T15:06:04Z,"Afternoon Run",run,12692.0,3723.0,27.0,1,3.409,151.6,151.493208948649,303.843046664342,308.55261388764,166.03973083371,1.23187383509341,6.26760888275018,-2.99841024236265,3856.37594826383,12692.0,137.0,697.0,2291.0,801.0,0.0,2.95669893020886,Tempo,185.0,48.0,hrr,151.6,151.493208948649,303.843046664342,308.55261388764,166.03973083371,1.23187383509341,6.26760888275018,-2.99841024236265,137.0,697.0,2291.0,801.0,0.0,2.95669893020886,Tempo,185.0,48.0,hrr
5043227527,2021-03-31T11:41:50Z,"Lunch Run",run,8961.0,2861.0,24.0,1,3.132,137.2,137.284176181508,319.648449196063,323.644054811014,162.092034249734,1.15934136350262,3.15645526579249,-1.22937375970292,2864.36975324592,8961.0,245.0,2560.0,69.0,0.0,0.0,1.93876130828114,Endurance,185.0,48.0,hrr,137.2,137.284176181508,319.648449196063,323.644054811014,162.092034249734,1.15934136350262,3.15645526579249,-1.22937375970292,245.0,2560.0,69.0,0.0,0.0,1.93876130828114,Endurance,185.0,48.0,hrr
5049363287,2021-04-01T12:36:03Z,"Afternoon Run",run,5208.4,1812.0,23.0,1,2.874,127.3,127.105871429886,349.48116556399,359.546223132233,158.553137191317,1.08758491351657,3.17919379353891,4.20155111632388,1820.23770272348,5208.4,1287.0,548.0,0.0,0.0,0.0,1.29863760217984,Recovery,185.0,48.0,hrr,127.3,127.105871429886,349.48116556399,359.546223132233,158.553137191317,1.08758491351657,3.17919379353891,4.20155111632388,1287.0,548.0,0.0,0.0,0.0,1.29863760217984,Recovery,185.0,48.0,hrr
5057058886,2021-04-02T16:48:24Z,"Afternoon Run",run,11840.4,3426.0,33.0,1,3.456,147.3,147.343759786426,290.930889636604,300.35705046083,166.812174738363,1.24307473555353,2.15758335839814,1.34058145155145,3444.73810565325,11840.4,165.0,766.0,2397.0,135.0,0.0,2.72249494657811,Tempo,185.0,48.0,hrr,147.3,147.343759786426,290.930889636604,300.35705046083,166.812174738363,1.24307473555353,2.15758335839814,1.34058145155145,165.0,766.0,2397.0,135.0,0.0,2.72249494657811,Tempo,185.0,48.0,hrr
5063111710,2021-04-03T16:19:28Z,"Afternoon Run",run,9275.1,2732.0,21.0,1,3.395,144.0,144.072187543748,300.379265332645,307.227912582229,166.908433301293,1.22042964499159,2.70425208998063,-2.87357736768296,2786.04772388681,9275.1,89.0,607.0,2090.0,0.0,0.0,2.71823402727925,Tempo,185.0,48.0,hrr,144.0,144.072187543748,300.379265332645,307.227912582229,166.908433301293,1.22042964499159,2.70425208998063,-2.87357736768296,89.0,607.0,2090.0,0.0,0.0,2.71823402727925,Tempo,185.0,48.0,hrr
